n1,n2,source
Smco3,Gxylt1,CPX
Ankrd16,Gxylt1,CPX
Wdsub1,Gxylt1,CPX
Vwa3a,Gxylt1,CPX
Tanc1,Gxylt1,CPX
Sfi1,Gm19817,CPX
Pole,Gm19817,CPX
Svil,Gm19817,CPX
Hlx,Gm19817,CPX
Polr3c,Gm19817,CPX
Vav3,Gm19817,CPX
Zbtb43,Gm19817,CPX
Ogg1,Gm19817,CPX
Cntnap3,Rit1,CPX
Tob2,Leprotl1,CPX
Zscan29,Chchd7,CPX
Rgs7,Nit2,CPX
Minar1,Nit2,CPX
Batf3,Nit2,CPX
Cerkl,Ndn,CPX
UNKNOWN,Ndn,CPX
Ift46,Ndn,CPX
Slco5a1,Id1,CPX
Pkd2l1,Id1,CPX
Agbl5,Osgepl1,CPX
Tomm40,Osgepl1,CPX
Mpp7,Mansc4,CPX
B130034C11Rik,Mansc4,CPX
Ube2q2,Mansc4,CPX
Phactr2,Mansc4,CPX
Ccdc186,Mansc4,CPX
Shoc2,Mansc4,CPX
Gm42722,Mansc4,CPX
Casd1,Mansc4,CPX
Zc3h12c,Xaf1,CPX
Gmip,mt-Tl1,CPX
Fer,Cep290,CPX
Kif21a,Cep290,CPX
Phactr2,Cep290,CPX
Smarca5,Cep290,CPX
Ccdc186,Cep290,CPX
Ccar1,Cep290,CPX
Mia2,Cep290,CPX
Slain2,Cep290,CPX
Rab40c,Cstf2,CPX
Psd3,Cstf2,CPX
Ddx6,Cstf2,CPX
Vps13c,Cstf2,CPX
1810021B22Rik,Cstf2,CPX
Gm20712,Cstf2,CPX
Gm9905,Cstf2,CPX
S100a9,Cstf2,CPX
Tcea1-ps1,Sox13,CPX
Cdc25c,Scrib,CPX
Phactr2,Setbp1,CPX
Phka1,Setbp1,CPX
Prmt8,Setbp1,CPX
Amigo2,Setbp1,CPX
Bdh2,Setbp1,CPX
Col27a1,Lgr4,CPX
Gm20712,Lgr4,CPX
Prkcd,Lgr4,CPX
Csnk1a1,Lgr4,CPX
Usp13,Lgr4,CPX
Phactr2,Mpp7,CPX
Ccar1,Mpp7,CPX
Shoc2,Mpp7,CPX
Atosb,Mpp7,CPX
H3f3a,Mpp7,CPX
Pdia5,Mpp7,CPX
Tiam2,Mpp7,CPX
Trim26,Mpp7,CPX
Mkrn1,Mpp7,CPX
Cmas,Mpp7,CPX
1700017B05Rik,Mpp7,CPX
Nmnat3,Mpp7,CPX
Isl1,Mpp7,CPX
Mafa,Mpp7,CPX
Fam241a,Mpp7,CPX
Clec12a,Mpp7,CPX
Ap1ar,Mpp7,CPX
Socs5,Tsc22d1,CPX
Gemin6,Tsc22d1,CPX
Zfp1007,Pja2,CPX
Phactr2,Pja2,CPX
Smarca5,Pja2,CPX
Ehd1,Pja2,CPX
Mef2a,Pja2,CPX
Vps36,Pja2,CPX
Xpnpep1,Pja2,CPX
Rab40c,Pja2,CPX
Csrp1,Pja2,CPX
Tor1aip1,Pja2,CPX
Yars1,Pja2,CPX
Extl1,Pja2,CPX
Manea,Pja2,CPX
Fpgt,Pja2,CPX
Col25a1,Pja2,CPX
Tnfrsf19,Pja2,CPX
B9d2,Pja2,CPX
Urm1,Pja2,CPX
Sytl2,Zfp1007,CPX
Kif21a,Zfp1007,CPX
Smarca5,Zfp1007,CPX
Ccdc186,Zfp1007,CPX
Sufu,Zfp1007,CPX
B9d2,Zfp1007,CPX
Gm29488,Zfp1007,CPX
Amigo2,Zfp1007,CPX
Mon1b,Zfp1007,CPX
2310014F06Rik,Sytl2,CPX
Stxbp4,Sytl2,CPX
Mto1,Sytl2,CPX
Mapk8ip2,Sytl2,CPX
Gm37452,Hlf,CPX
5730408A14Rik,Hlf,CPX
Kdm3b,4933439K11Rik,CPX
Grk3,4933439K11Rik,CPX
Zfp512b,4933439K11Rik,CPX
Gopc,Flvcr1,CPX
Cd99l2,Flvcr1,CPX
Etv1,Atn1,CPX
Cachd1,Atn1,CPX
D430036J16Rik,Atn1,CPX
Ube2q2,Kpna3,CPX
Phactr2,Kpna3,CPX
Shoc2,Kpna3,CPX
Mipol1,Kpna3,CPX
Zfp346,Kpna3,CPX
Dlx5,Kpna3,CPX
Acsf2,Mex3a,CPX
Kif21a,Fer,CPX
Phactr2,Fer,CPX
Gtpbp4,Fer,CPX
Glmn,Fer,CPX
Zfp677,Fer,CPX
Dynll1,Cerkl,CPX
Gprin2,Yars1,CPX
Mesd,Yars1,CPX
Neu1,Tm9sf3,CPX
2810021J22Rik,Tm9sf3,CPX
Arhgap19,Tm9sf3,CPX
Mto1,Tm9sf3,CPX
Wdr27,Tm9sf3,CPX
Gm26652,Tm9sf3,CPX
Gbx2,Cebpa,CPX
Ccdc162,Cebpa,CPX
Phactr2,Stag2,CPX
Smarca5,Stag2,CPX
Gtpbp4,Stag2,CPX
Dqx1,Stag2,CPX
Manea,Stag2,CPX
Tmem229b,Stag2,CPX
Rbm14,Stag2,CPX
Gm10516,Rpp30,CPX
Nit2,Rpp30,CPX
Fbxl16,Rpp30,CPX
Knstrn,Tmem203,CPX
Bdh2,Tmem203,CPX
Abitram,Gm4017,CPX
Phactr2,Kif21a,CPX
Smarca5,Kif21a,CPX
Ccdc186,Kif21a,CPX
Slain2,Kif21a,CPX
Amigo2,Kif21a,CPX
Ddx31,Iba57,CPX
9330160F10Rik,Atp7a,CPX
Pfn1,Dync1h1,CPX
Src,Dync1h1,CPX
Zfp799,Dync1h1,CPX
Gm7467,Dync1h1,CPX
Sp3,Pfn1,CPX
Tmtc4,Pfn1,CPX
Itgb1bp1,Tagln2,CPX
Sdccag8,Rgs7,CPX
Serpinb1b,2310014F06Rik,CPX
Gm42727,2310014F06Rik,CPX
Abraxas1,2310014F06Rik,CPX
Inpp4a,Map3k5,CPX
Eps8l2,Map3k5,CPX
Sox30,Map3k5,CPX
Zfp869,Map3k5,CPX
AI504432,Chdh,CPX
Bean1,B130034C11Rik,CPX
Wdsub1,B130034C11Rik,CPX
Phactr2,Ube2q2,CPX
Junb,Ube2q2,CPX
Ccdc186,Ube2q2,CPX
Shoc2,Ube2q2,CPX
Gm37941,Ube2q2,CPX
Gm42722,Ube2q2,CPX
Capg,Ube2q2,CPX
Smarca5,Phactr2,CPX
Gtpbp4,Phactr2,CPX
Ccdc186,Phactr2,CPX
Shoc2,Phactr2,CPX
Slain2,Phactr2,CPX
Atg4d,Phactr2,CPX
Yars1,Phactr2,CPX
Mipol1,Phactr2,CPX
Prkaca,Phactr2,CPX
Smarca5,Fcho2,CPX
Cnnm4,Fcho2,CPX
Ehd1,Fcho2,CPX
Acbd4,Fcho2,CPX
Mef2a,Fcho2,CPX
Ercc1,Fcho2,CPX
Rab40c,Fcho2,CPX
Furin,Fcho2,CPX
Zfp74,Fcho2,CPX
Smyd4,Fcho2,CPX
Mapk8ip2,Fcho2,CPX
Gtpbp4,Smarca5,CPX
Ccdc186,Smarca5,CPX
Ccar1,Smarca5,CPX
Ehd1,Smarca5,CPX
Vps36,Smarca5,CPX
Serpina3n,Smarca5,CPX
Fgf12,Smarca5,CPX
Xpnpep1,Smarca5,CPX
Rab40c,Smarca5,CPX
Csrp1,Smarca5,CPX
Tor1aip1,Smarca5,CPX
Yars1,Smarca5,CPX
Extl1,Smarca5,CPX
Furin,Smarca5,CPX
Nicn1,Smarca5,CPX
Zfp74,Smarca5,CPX
Tnfrsf19,Smarca5,CPX
H3f3a,Smarca5,CPX
B9d2,Smarca5,CPX
A430018G15Rik,Smarca5,CPX
Tmem250,Smarca5,CPX
Sympk,Pard6a,CPX
Ctu1,Pard6a,CPX
Epas1,Pard6a,CPX
Steap3,Sh2b3,CPX
Fbxl16,Sh2b3,CPX
Ano2,Sh2b3,CPX
Trpc5,Sh2b3,CPX
Cntnap4,Mrln,CPX
Gng7,Mrln,CPX
Gab2,Junb,CPX
Fads3,Ncbp2,CPX
Asphd2,Gtpbp4,CPX
Scarf1,Gtpbp4,CPX
Zfp74,Gtpbp4,CPX
Tmem250,Gtpbp4,CPX
Gm38077,Gtpbp4,CPX
Ckmt1,Gtpbp4,CPX
Cdk17,Gtpbp4,CPX
Copg1,Gtpbp4,CPX
1700017B05Rik,Gtpbp4,CPX
Igfbp6,Ube3c,CPX
Npat,Ube3c,CPX
Fmnl2,Ube3c,CPX
Zfp874a,Pthlh,CPX
Zim1,Pthlh,CPX
Podxl2,Pthlh,CPX
Shfl,Pthlh,CPX
Shoc2,Ccdc186,CPX
Gab2,Ccdc186,CPX
Habp4,Ccdc186,CPX
Gm43187,Ccdc186,CPX
Slc66a2,Smurf1,CPX
Pank2,Smurf1,CPX
Nudt6,Inpp4a,CPX
Gcnt4,Inpp4a,CPX
Cebpd,Bloc1s1,CPX
Cfap54,Bloc1s1,CPX
Arhgap10,Bloc1s1,CPX
Timm17a,Bloc1s1,CPX
Crebrf,Bloc1s1,CPX
Rbm8a,Dynll1,CPX
Abhd11,Fam98b,CPX
Cdk7,Serpinb8,CPX
Polg2,Serpinb8,CPX
AU041133,Serpinb8,CPX
Gab2,Abitram,CPX
Paxbp1,Abitram,CPX
Zranb2,Abitram,CPX
Ppme1,Abitram,CPX
Sec24a,Abitram,CPX
Nlgn2,Abitram,CPX
Msi2,Abitram,CPX
Gm43187,Abitram,CPX
Gm43417,Abitram,CPX
Zgrf1,Stxbp4,CPX
Trappc3,Stxbp4,CPX
Sec24a,Hmmr,CPX
Gm43187,Hmmr,CPX
Ppil3,Hmmr,CPX
A2m,Hmmr,CPX
Zcwpw2,Dnase1l1,CPX
Ip6k1,Dnase1l1,CPX
Spryd3,Dnase1l1,CPX
Gm9930,Dnase1l1,CPX
Btbd1,Ccar1,CPX
A430018G15Rik,Ccar1,CPX
Cmas,Ccar1,CPX
Wdr17,Ccar1,CPX
Osbpl6,Ccar1,CPX
Celf1,Cnnm4,CPX
Atp5po,Cnnm4,CPX
Spr,Cnnm4,CPX
Brd3,Igfbp6,CPX
Nptn,Igfbp6,CPX
Srprb,Arl2bp,CPX
Nsun4,Arl2bp,CPX
Rbm14,Pfas,CPX
Brwd1,Shoc2,CPX
Lrba,Shoc2,CPX
Rtl8b,Shoc2,CPX
Ftx,Shoc2,CPX
Gm38077,Shoc2,CPX
Wdr17,Shoc2,CPX
Tubb2b,Shoc2,CPX
Notch3,Dcxr,CPX
Rnf144a,Dcxr,CPX
Vwa5a,Dcxr,CPX
Psmd2,Gm1976,CPX
Ptpn4,Gm1976,CPX
Psmg3,Gm1976,CPX
Zcwpw2,Dhx9,CPX
Col27a1,Dhx9,CPX
Nek1,Gsta4,CPX
Emc6,Gsta4,CPX
Zfp142,Gsta4,CPX
Serpinb1b,Kmt5b,CPX
C3,Kmt5b,CPX
Xpnpep1,Ehd1,CPX
Rab40c,Ehd1,CPX
Csrp1,Ehd1,CPX
Yars1,Ehd1,CPX
Extl1,Ehd1,CPX
Furin,Ehd1,CPX
Nicn1,Ehd1,CPX
Rab24,Ehd1,CPX
Tnfrsf19,Ehd1,CPX
H3f3a,Ehd1,CPX
B9d2,Ehd1,CPX
Urm1,Ehd1,CPX
Tmem250,Ehd1,CPX
4930447M23Rik,Ehd1,CPX
Bltp3b,Mia2,CPX
Cachd1,Mia2,CPX
Rpl28-ps1,Acbd4,CPX
Shh,Mef2a,CPX
Sp4,Mef2a,CPX
Jam2,Mef2a,CPX
Spink8,Mef2a,CPX
Zfand2b,Sympk,CPX
Rgs5,Dr1,CPX
Heg1,Dr1,CPX
Pank3,Dr1,CPX
Gm13375,Slain2,CPX
Nol3,Vps36,CPX
Gne,Vps36,CPX
Zfp74,Vps36,CPX
B9d2,Vps36,CPX
Gm15564,Tbc1d2,CPX
Tmx3,Zbtb39,CPX
Ap2a1,Lama1,CPX
Gm16339,Lama1,CPX
Srprb,Crygn,CPX
"2,4-Di-tert-butylphenol",Cope,CPX
L-Valine,Nedd4,CPX
Deoxyglucose,Mob4,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Dnajc21,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Wbp11,CPX
L-Aspartic acid,Wbp11,CPX
L-Valine,Wbp11,CPX
Methylsuccinic acid,Wbp11,CPX
2-Pyrrolidinone,Plgrkt,CPX
Decyl oleate,Plgrkt,CPX
DL-Phenylalanine,Plgrkt,CPX
"Gluconolactone (3R,4S,5R,6R)",Plgrkt,CPX
L-Isoleucine,Plgrkt,CPX
D-Fructose,Usf3,CPX
L-Valine,Usf3,CPX
"2-Butenoic acid, 2-hydroxy-",Chmp4c,CPX
1-Hexacosene,Zfp975,CPX
"2,5-Dimethoxyphenol",Zfp975,CPX
"2-Allyl-1,4-dimethoxybenzene ",Zfp975,CPX
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester",Zfp975,CPX
3-Hexenedioic acid,Zfp975,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Bhmt2,CPX
Vanillin,Silc1,CPX
"2,5-Dimethoxyphenol",Fn3krp,CPX
"2-Allyl-1,4-dimethoxybenzene ",Fn3krp,CPX
2-Ethylhexanoic acid,Fn3krp,CPX
pyrazole,Fn3krp,CPX
beta-Alanine,Fn3krp,CPX
L-5-Oxoproline,Fn3krp,CPX
L-Isoleucine,Fn3krp,CPX
L-Valine,Fn3krp,CPX
Niacin,Fn3krp,CPX
Phenol,Fn3krp,CPX
Syringaldehyde,Fn3krp,CPX
Urea,Fn3krp,CPX
1-Dodecanol,Serbp1,CPX
Benzoic Acid,Serbp1,CPX
D-Allofuranose,Serbp1,CPX
Isopropyl myristate,Serbp1,CPX
Phenol,Serbp1,CPX
L-Valyl-L-leucine,Fsbp,CPX
l-Leucyl-l-valine,H2az2,CPX
"1,4-Butanediol",Poglut1,CPX
3-Buten-2-one,Wdr38,CPX
DL-Phenylalanine,Pak2,CPX
D-Ribose,Pak2,CPX
L-Valine,Pak2,CPX
"2-Allyl-1,4-dimethoxybenzene ",Hmces,CPX
D-(-)-Ribofuranose,Rpn2,CPX
1-Tetradecanol,Gm43339,CPX
Pyrogallol,Gm43339,CPX
Tripropylene glycol monomethyl ether,Gm43339,CPX
DL-Phenylalanine,Cebpz,CPX
L-Valine,Cebpz,CPX
Supraene,Xpc,CPX
Pentadecanoic acid,Hmga1,CPX
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Ankrd12,CPX
L-Glutamic acid,Ddit4,CPX
L-Rhamnose,Rai14,CPX
1-Tetradecanol,Hdac9,CPX
alpha-Linolenic acid,Hdac9,CPX
Monomethyl succinate,Hdac9,CPX
N-(2-hydroxyethyl)-succinimide,Hdac9,CPX
Phenol,Hdac9,CPX
2-Ethylhexanoic acid,Gm15408,CPX
Cyclohexanecarboxylic acid,Gm15408,CPX
L-Valine,Kin,CPX
N-(2-hydroxyethyl)-succinimide,Por,CPX
"D-(+)-Ribono-1,4-lactone ",Rpl18a,CPX
Cyclohexanecarboxylic acid,Pcgf5,CPX
Thr-Leu,Grpel1,CPX
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Cspg5,CPX
2-Ethylhexanoic acid,Cspg5,CPX
"2',2,3,6'-Tetramethoxychalcone",Kcnk5,CPX
D-(+)-Talofuranose,Repin1,CPX
Nonadecanoic acid,mt-Cytb,CPX
"Gluconolactone (3R,4S,5R,6R)",Adcy9,CPX
Vanillin,Adcy9,CPX
2-Ethylhexanoic acid,Ibtk,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Ibtk,CPX
9H-Purin-6-ol,Ibtk,CPX
beta-Alanine,Ibtk,CPX
D-(+)-Glucosamine,Ibtk,CPX
DL-Phenylalanine,Ibtk,CPX
Hydracrylic acid,Ibtk,CPX
L-5-Oxoproline,Ibtk,CPX
L-Aspartic acid,Ibtk,CPX
L-Glutamic acid,Ibtk,CPX
L-Threonine,Ibtk,CPX
L-Valine,Ibtk,CPX
Methylsuccinic acid,Ibtk,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Ibtk,CPX
N-Acetyl-L-glutamic acid,Ibtk,CPX
Phenol,Ibtk,CPX
Syringaldehyde,Ibtk,CPX
Tripropylene glycol monomethyl ether,Ibtk,CPX
Undecanoic acid,Ibtk,CPX
Uracil,Ibtk,CPX
Urea,Ibtk,CPX
5-Hydroxymethyl-2-furoic acid,Fam13b,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Ctdspl2,CPX
4-Hydroxybenzoic acid,Ctdspl2,CPX
beta-Alanine,Ctdspl2,CPX
DL-Phenylalanine,Ctdspl2,CPX
L-Aspartic acid,Ctdspl2,CPX
L-Isoleucine,Ctdspl2,CPX
L-Valine,Ctdspl2,CPX
Cyclohexanecarboxylic acid,Ess2,CPX
1-Hexacosene,Ppp1r12a,CPX
Isopropyl myristate,Ppp1r12a,CPX
Pyridoxic acid,Ppp1r12a,CPX
Cyclohexanol,Dctn2,CPX
Monolaurin,Ncaph2,CPX
L-Isoleucine,Pdlim5,CPX
Serine,Pdlim5,CPX
Picolinic acid,Cast,CPX
Suberic acid,Cast,CPX
Xanthine,Emd,CPX
13-Docosenamide,Emd,CPX
1-Tetradecanol,Birc2,CPX
4-Methyl-5-thiazoleethanol,Birc2,CPX
Phenol,Birc2,CPX
"1,4-Butanediol",Usp9x,CPX
1-Monopalmitin,Usp9x,CPX
L-Norvaline,Nfe2l2,CPX
4-Hydroxybenzoic acid,Nfe2l2,CPX
"Gluconolactone (3R,4S,5R,6R)",Nfe2l2,CPX
"2-Butenoic acid, 2-hydroxy-",Baiap2l1,CPX
D-Ribose,Baiap2l1,CPX
Pipecolic acid,Baiap2l1,CPX
Pyrrole-2-carboxylic acid,Baiap2l1,CPX
Myristic acid,Abtb2,CPX
Acetoacetic acid,Map3k8,CPX
"D-(+)-Ribono-1,4-lactone ",Map3k8,CPX
"Inosose-2, myo",Map3k8,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Psma4,CPX
D-Ribose,Psma4,CPX
Tripropylene glycol monomethyl ether,Psma4,CPX
"2',2,3,6'-Tetramethoxychalcone",Cox18,CPX
L-Valine,Pabpc1,CPX
Decyl oleate,Dnajc7,CPX
Cyclo(L-prolyl-L-valine),Smpdl3b,CPX
D-Glucose,Kif2a,CPX
L-Valine,Kif2a,CPX
2-Piperidinone,Lmtk3,CPX
beta-Alanine,Lmtk3,CPX
DL-Phenylalanine,Lmtk3,CPX
L-Isoleucine,Lmtk3,CPX
"2,4-Di-tert-butylphenol",Spmip6,CPX
Benzoic Acid,Pura,CPX
D-Allofuranose,Pura,CPX
Tetrahydrogeranyl formate,Pura,CPX
3-O-methyl-beta-D-Glucopyranose,Gm15675,CPX
Supraene,Gm15675,CPX
"2,5-Di-tert-butyl-4-hydroxyphenol",Cyyr1,CPX
5-Methyluridine,Cyyr1,CPX
DL-Phenylalanine,Cyyr1,CPX
L-Isoleucine,Cyyr1,CPX
Uracil,Cyyr1,CPX
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Arhgef12,CPX
L-Valine,Arhgef12,CPX
Monolaurin,Slc29a4,CPX
2-Ethylacetoacetate,Dynlt2b,CPX
Aconitic acid,Dynlt2b,CPX
D-(-)-Fructofuranose,Dynlt2b,CPX
"D-(+)-Ribono-1,4-lactone ",Dynlt2b,CPX
Ethyl alpha-D-glucopyranoside,Dynlt2b,CPX
"Gluconolactone (3R,4S,5R,6R)",Dynlt2b,CPX
L-Valyl-L-leucine,Dynlt2b,CPX
Norketamine,Dynlt2b,CPX
Suberic acid,Dynlt2b,CPX
Syringaldehyde,Dynlt2b,CPX
L-Valine,Arhgap5,CPX
1-Tetradecanol,Cmtm8,CPX
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",Cmtm8,CPX
4-Methyl-5-thiazoleethanol,Cmtm8,CPX
6-Hydroxyhexanoic acid,Cmtm8,CPX
"Guanidine, N,N-dimethyl",Cmtm8,CPX
Monomethyl succinate,Cmtm8,CPX
N-Acetyl glucosamine methoxime,Cmtm8,CPX
phenoxyethanol,Cmtm8,CPX
5-Methyluridine,Foxk2,CPX
L-Valine,Slk,CPX
phenoxyethanol,Slk,CPX
Undecanoic acid,Slk,CPX
2-Hydroxy-3-methylbutyric acid,Tmem259,CPX
L-Isoleucine,Lepr,CPX
L-Leucine,Lepr,CPX
l-Leucyl-l-valine,Acox1,CPX
2-Aminobutanoic acid,Zbtb37,CPX
3-Hexenedioic acid,Zbtb37,CPX
Decanoic acid,Zbtb37,CPX
Undecanoic acid,Zbtb37,CPX
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Zfp638,CPX
Butyl caprylate,Slc16a7,CPX
9-Octadecenoic acid,Fam167b,CPX
Pentanoic acid,Zfp513,CPX
N-Acetylglucosamine,Ndufs3,CPX
L-Isoleucine,Osbp,CPX
L-Valyl-L-leucine,Osbp,CPX
Tyrosine,Osbp,CPX
2-Pyrrolidinone,Dek,CPX
"2,3,4-Trihydroxybutyric acid",Mtap,CPX
4-Pyridinol,Mtap,CPX
Acetoacetic acid,Mtap,CPX
Cytosine,Mtap,CPX
Dihydrouracil,Mtap,CPX
Hydracrylic acid,Mtap,CPX
Urea,Mtap,CPX
"2-Butenoic acid, 2-hydroxy-",Agbl3,CPX
Hydroquinone,Agbl3,CPX
N-(2-hydroxyethyl)-succinimide,Agbl3,CPX
Dihydrouracil,Krt23,CPX
2'-Desoxyuridine,Nek8,CPX
"Hexadecanoic acid, tetradecyl ester",Nek8,CPX
Acetoacetic acid,Tax1bp3,CPX
2-Ethylacetoacetate,Dync2li1,CPX
4-Methyl-5-thiazoleethanol,Dync2li1,CPX
Butyl Succinate,Dync2li1,CPX
Norketamine,Dync2li1,CPX
Tripropylene glycol monomethyl ether,Ccdc59,CPX
alpha-Tocopheryl acetate,Amfr,CPX
Cyclohexanecarboxylic acid,Fchsd2,CPX
Ribonic acid,Fchsd2,CPX
L-Isoleucine,Klf3,CPX
Serine,Klf3,CPX
N-Acetyl glucosamine methoxime,Cbarp,CPX
1-Tetradecanol,Tmem204,CPX
"2,3-Butanediol",Tmem204,CPX
L-Rhamnose,Tmem204,CPX
L-Serine,Ubl3,CPX
9-Octadecenamide,Ubl3,CPX
"Hexadecanoic acid, tetradecyl ester",Ubl3,CPX
Urea,Ubl3,CPX
2-Ethylhexanoic acid,Cep41,CPX
4-Methyl-5-thiazoleethanol,Cep41,CPX
D-(-)-Fructofuranose,Cep41,CPX
D-(+)-Glucosamine,Cep41,CPX
Tyrosine,Cep41,CPX
1-Hexacosene,Zbtb7a,CPX
alpha-Linolenic acid,Zbtb7a,CPX
Benzoic Acid,Zbtb7a,CPX
Decanoic acid,Nup214,CPX
3-(3-Hydroxyphenyl)propanoic acid,Maco1,CPX
N-(2-hydroxyethyl)-succinimide,Maco1,CPX
L-Serine,Actr3,CPX
2-Ethylacetoacetate,Actr3,CPX
Aconitic acid,Actr3,CPX
beta-D-(-)-Ribopyranose,Actr3,CPX
L-Rhamnose,Actr3,CPX
N-Methyl-alpha-aminoisobutyric acid,Acacb,CPX
D-Fucitol,Acacb,CPX
"Hexadecanoic acid, tetradecyl ester",Zfp358,CPX
"Inosose-2, myo",Btg1,CPX
Xylazine,Btg1,CPX
D-Fucitol,Igfbp2,CPX
Niacinamide,Srebf2,CPX
2'-Desoxyuridine,Srebf2,CPX
"2-Pentenedioic acid, 2-hydroxy-",Srebf2,CPX
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",Srebf2,CPX
9H-Purin-6-ol,Srebf2,CPX
Thymidine,Srebf2,CPX
Octanoic acid,Slc11a2,CPX
9-Octadecenoic acid,Pdss1,CPX
3-O-methyl-beta-D-Glucopyranose,Ccdc148,CPX
D-Ribose,Ccdc148,CPX
L-Isoleucine,Ccdc148,CPX
Picolinic acid,Ccdc148,CPX
l-Leucyl-l-valine,Grcc10,CPX
"D-Erythro-Pentitol, 2-deoxy-",Fndc3a,CPX
Xanthine,Sppl3,CPX
Pyridoxic acid,Sppl3,CPX
2-Piperidinone,Cdkn1c,CPX
2-Pyrrolidinone,Cdkn1c,CPX
beta-Alanine,Cdkn1c,CPX
beta-D-(-)-Ribopyranose,Cdkn1c,CPX
DL-Phenylalanine,Cdkn1c,CPX
L-Isoleucine,Cdkn1c,CPX
L-Leucine,Cdkn1c,CPX
L-Threonine,Cdkn1c,CPX
L-Valine,Cdkn1c,CPX
Phenylalanine,Cdkn1c,CPX
Serine,Cdkn1c,CPX
Tyrosine,Cdkn1c,CPX
Urea,Cdkn1c,CPX
Vanillin,Cdkn1c,CPX
1-Octadecanol,Prpf6,CPX
Decanoic acid,Prpf6,CPX
Isopropyl myristate,Prpf6,CPX
Nonadecanoic acid,Prpf6,CPX
Pentadecanoic acid,Prpf6,CPX
Phenol,Prpf6,CPX
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",Gm43568,CPX
"Gluconolactone (3R,4S,5R,6R)",Gm43568,CPX
Norketamine,Gm43568,CPX
Vanillin,Gm43568,CPX
N-Methyl-L-proline,Ruvbl1,CPX
beta-Alanine,Gm6548,CPX
L-Isoleucine,Mrps18a,CPX
L-Rhamnose,Rbm20,CPX
Monomethyl succinate,Rufy3,CPX
N-(2-hydroxyethyl)-succinimide,Rufy3,CPX
Phenol,Rufy3,CPX
Campesterol,Scp2-ps2,CPX
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Wapl,CPX
2-Ethylhexanoic acid,Wapl,CPX
4-Methyl-5-thiazoleethanol,Wapl,CPX
Hydracrylic acid,Wapl,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Wapl,CPX
Tripropylene glycol monomethyl ether,Wapl,CPX
Urea,Wapl,CPX
3-Undecene,Casp8,CPX
Monomethyl succinate,Casp8,CPX
N-Acetyl glucosamine methoxime,Casp8,CPX
Picolinic acid,Casp8,CPX
1-Dodecanol,Sec62,CPX
1-Octadecanol,Sec62,CPX
3-Undecene,Sec62,CPX
Benzoic Acid,Sec62,CPX
D-Allofuranose,Sec62,CPX
Pentadecanoic acid,Sec62,CPX
Xanthine,Aox3,CPX
13-Docosenamide,Aox3,CPX
3-Undecene,Ifih1,CPX
Menthol,Ifih1,CPX
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,Nfyb,CPX
"2,3,4-Trihydroxybutyric acid",Prxl2c,CPX
4-Methyl-5-thiazoleethanol,Prxl2c,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Prxl2c,CPX
L-Valyl-L-leucine,Prxl2c,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Prxl2c,CPX
Urea,Prxl2c,CPX
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Gm14798,CPX
L-Serine,Smim10l1,CPX
"2,3,4-Trihydroxybutyric acid",Smim10l1,CPX
pyrazole,Smim10l1,CPX
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Smim10l1,CPX
"Gluconolactone (3R,4S,5R,6R)",Smim10l1,CPX
L-Isoleucine,Smim10l1,CPX
L-Valine,Smim10l1,CPX
"N-Acetyl-D-galactosamine, (R,R,R,R)",Smim10l1,CPX
Ribonic acid,Smim10l1,CPX
Serine,Smim10l1,CPX
Syringaldehyde,Smim10l1,CPX
Tripropylene glycol monomethyl ether,Smim10l1,CPX
Urea,Smim10l1,CPX
Vanillin,Smim10l1,CPX
"2,3-Butanediol",Apc2,CPX
2-Ethylhexanoic acid,Apc2,CPX
Itaconic acid,Apc2,CPX
Methylsuccinic acid,Apc2,CPX
N-Acetyl glucosamine methoxime,Apc2,CPX
Cyclohexanecarboxylic acid,Heatr3,CPX
