n1,n2,edge_dir,FDR
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",1-Hexadecanol-F,1,0.908552659
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.36857306
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",1-Methyl-4-hydroxy-1H-imidazol-2-amine-F,1,0.901949564
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",1-Tetradecanol-F,1,0.997602805
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","2',2,3,6'-Tetramethoxychalcone-F",-1,0.766702848
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone-F",1,0.703699467
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",2'-Deoxyribolactone-F,1,0.880254719
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",2-Hydroxy-2-methylbutyric acid-F,-1,0.096534558
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",2-Hydroxy-3-methylbutyric acid-F,1,0.339945305
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",2-Octanol-F,1,0.884314568
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",2-Palmitoylglycerol-F,-1,0.668744042
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",2-Piperidinone-F,1,0.793168974
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F",1,0.536435042
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",3-Buten-2-one-F,1,0.196389513
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",3-Deoxyhexitol-F,1,0.702295272
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","3-Ethyl-3-methyl-pyrrolidine-2,5-dione-F",1,0.291386248
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",3-Hydroxyisovaleric acid-F,-1,0.92338075
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",3-Methylvaleric acid-F,-1,0.702295272
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",3-O-methyl-beta-D-Glucopyranose-F,-1,0.560838713
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",3-Oxo-1-cyclohexene-1-carboxylic acid-F,-1,0.370845209
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",3-Pyridylcarbinol-F,1,0.52096877
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",pyrazole-F,1,0.99484249
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",4-hydroxy-3-penten-2-one-F,1,0.499922262
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",4-Methyl-5-thiazoleethanol-F,-1,0.174843436
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",4-Pyridinol-F,1,0.787755409
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","5,8,11-Eicosatrienoic acid-F",-1,0.162945467
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",5-Aminovaleric acid-F,1,0.857733586
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","5-Androsten-17alpha-methyl-3beta,17beta-diol-F",1,0.507666003
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",5-Hydroxymethyl-2-furoic acid-F,-1,0.423196996
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",5-Oxohexanoic Acid-F,-1,0.816097715
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",6-Hydroxyhexanoic acid-F,-1,0.262058403
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","9,12-Octadecadienoic acid-F",1,0.328174227
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",9-Octadecenoic acid-F,-1,0.453454966
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Arabinitol-F,-1,0.15309195
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Azetidine, 1-acetyl-2-methyl-F",1,0.800103217
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Benzaldehyde, 2,5-dimethoxy-F",1,0.968453882
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",beta-Alanine-F,-1,0.449117453
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",beta-Arabinopyranose-F,-1,0.659110884
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","beta-D-Galactopyranoside, methyl-, acetate-F",-1,0.313629649
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Butyl Succinate-F,1,0.980297371
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Cholesterol-F,1,0.370221543
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Cinnamic acid-F,1,0.735013127
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Cyclohexanol-F,1,0.487355787
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",D-(-)-Fructofuranose-F,1,0.618332251
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",D-(+)-Talofuranose-F,-1,0.041372798
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",D-Allofuranose-F,1,0.771785417
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Deoxycholic Acid-F,-1,0.899526697
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",d-Erythrotetrofuranose-F,1,0.690908921
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",D-Fucitol-F,1,0.394643154
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",DL-Phenylalanine-F,1,0.524278637
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Glyceric acid-F,-1,0.580354239
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Glycerol tricaprylate-F,1,0.306507086
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Hexadecanoic acid, methyl ester-F",1,0.998945382
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Hexadecanoic acid, tetradecyl ester-F",1,0.927157051
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Hexonic acid, 3-deoxy-, gamma-lactone-F",-1,0.597845847
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Hydantoin, 5-hydroxy-F",1,0.771836006
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",L-(+)-Lactic acid-F,1,0.336896469
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",L-(+)-Rhamnopyranose-F,-1,0.469267148
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",L-Isoleucine-F,1,0.80322321
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",L-Leucine-F,1,0.559333125
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",L-Proline-F,1,0.404338403
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",L-Threonine-F,1,0.771280026
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","L-Valinamide, N(2),N(2)-dimethyl-F",-1,0.285333396
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",L-Valine-F,1,0.498510835
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Methyl beta-Arabinofuranoside-F,1,0.626143618
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Monocaprylin-F,1,0.083489072
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",N-Acetyl glucosamine methoxime-F,-1,0.153794545
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",N-Acetyl-L-phenylalanine-F,1,0.990206041
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Niacin-F,-1,0.542387707
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Norketamine-F,1,0.919489116
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Oxalic acid-F,1,0.705542551
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Pentanedioic acid-F,-1,0.401800436
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Pentitol, 3-desoxy-F",-1,0.376281935
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Phenylalanine-F,1,0.503071261
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Phenylpropanolamine-F,-1,0.664405101
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Phthalimide-F,1,0.767002965
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Picolinic acid-F,1,0.638643868
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Propanoic acid, 2-methyl-, hexyl ester-F",1,0.338290647
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Propanoic acid, 2-oxo-F",1,0.865447846
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Pyrogallol-F,1,0.94614797
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Sebacic acid-F,-1,0.465544275
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Sedoheptulose anhydride-F,-1,0.573418377
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Serine-F,1,0.53922254
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Stigmast-5-ene, 3beta-F",1,0.669207254
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Supraene-F,1,0.929865534
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P","Thymine, 1,3-dimethyl-6-hydroxymethyl-F",-1,0.377254556
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Tyrosine-F,1,0.513057165
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Urea-F,1,0.831868727
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--P",Uridine-F,-1,0.825571107
(CH3)2C=NC2H558-P,Niacinamide-F,-1,0.932683283
(CH3)2C=NC2H558-P,Thr-Leu-F,-1,0.200830662
(CH3)2C=NC2H558-P,"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol-F",1,0.704355673
(CH3)2C=NC2H558-P,"1,4-Butanediol-F",-1,0.671453983
(CH3)2C=NC2H558-P,12-Oxooctadecanoate-F,1,0.834281235
(CH3)2C=NC2H558-P,17-alpha-Hydroxypregnenolone-F,1,0.158997231
(CH3)2C=NC2H558-P,1-Hexadecanol-F,1,0.332321239
(CH3)2C=NC2H558-P,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.166126316
(CH3)2C=NC2H558-P,1-Methyl-4-hydroxy-1H-imidazol-2-amine-F,1,0.612027751
(CH3)2C=NC2H558-P,1-Octanol-F,-1,0.136924256
(CH3)2C=NC2H558-P,"2,4-Di-tert-butylphenol-F",1,0.448143078
(CH3)2C=NC2H558-P,2-Amino-4-tert-butylphenol-F,-1,0.349517203
(CH3)2C=NC2H558-P,2-Aminoadipic acid-F,-1,0.510431019
(CH3)2C=NC2H558-P,"2-Pentenedioic acid, 2-hydroxy--F",-1,0.490359868
(CH3)2C=NC2H558-P,2-Pentenedioic acid-F,1,0.974078139
(CH3)2C=NC2H558-P,2-tert-Butyl-4-ethylphenol-F,1,0.561248284
(CH3)2C=NC2H558-P,"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F",1,0.443681863
(CH3)2C=NC2H558-P,"3,5-Dimethylphenol-F",1,0.226902674
(CH3)2C=NC2H558-P,3-Hydroxyisovaleric acid-F,-1,0.39467495
(CH3)2C=NC2H558-P,3-Methylvaleric acid-F,-1,0.285333396
(CH3)2C=NC2H558-P,4-hydroxy-3-penten-2-one-F,1,0.245718659
(CH3)2C=NC2H558-P,4-Methyl-5-thiazoleethanol-F,-1,0.150318426
(CH3)2C=NC2H558-P,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine-F",1,0.644710311
(CH3)2C=NC2H558-P,"5,8,11-Eicosatrienoic acid-F",-1,0.094891793
(CH3)2C=NC2H558-P,5-Oxohexanoic Acid-F,-1,0.938505265
(CH3)2C=NC2H558-P,6-Hydroxyhexanoic acid-F,-1,0.43695071
(CH3)2C=NC2H558-P,"9,12-Octadecadienoic acid-F",1,0.268658599
(CH3)2C=NC2H558-P,9-Octadecenoic acid-F,-1,0.058722353
(CH3)2C=NC2H558-P,"Arabinofuranose, 1,2,3,5-tetrakis-F",-1,0.223072302
(CH3)2C=NC2H558-P,"Arabino-Hexonic acid, 2-deoxy-, gamma-lactone-F",1,0.787124603
(CH3)2C=NC2H558-P,Arabinose-F,-1,0.247697163
(CH3)2C=NC2H558-P,Azelaic acid-F,1,0.953393696
(CH3)2C=NC2H558-P,beta-Alanine-F,-1,0.380530188
(CH3)2C=NC2H558-P,Cholesterol-F,1,0.473915859
(CH3)2C=NC2H558-P,Cinnamic acid-F,1,0.150132814
(CH3)2C=NC2H558-P,Citric acid-F,1,0.935816763
(CH3)2C=NC2H558-P,D-(+)-Galactopyranose-F,1,0.300104023
(CH3)2C=NC2H558-P,D-Allofuranose-F,1,0.536363705
(CH3)2C=NC2H558-P,"D-Erythro-Pentitol, 2-deoxy--F",-1,0.848515066
(CH3)2C=NC2H558-P,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate-F",-1,0.807151341
(CH3)2C=NC2H558-P,d-Erythrotetrofuranose-F,1,0.865457713
(CH3)2C=NC2H558-P,D-Fructose-F,-1,0.591007475
(CH3)2C=NC2H558-P,D-Fucitol-F,1,0.456496548
(CH3)2C=NC2H558-P,Dihydroxyacetone-F,-1,0.622525809
(CH3)2C=NC2H558-P,"Gluconolactone (3R,4S,5R,6R)-F",-1,0.388896318
(CH3)2C=NC2H558-P,Glucopyranose-F,-1,0.953545261
(CH3)2C=NC2H558-P,Glycerol tricaprylate-F,1,0.306507086
(CH3)2C=NC2H558-P,"Gulonic acid, gamma-lactone-F",-1,0.935229009
(CH3)2C=NC2H558-P,Hexacosanoic acid-F,-1,0.758585237
(CH3)2C=NC2H558-P,"Hexadecanoic acid, 4-hydroxybutyl ester-F",-1,0.430388621
(CH3)2C=NC2H558-P,"Hexadecanoic acid, methyl ester-F",1,0.790775246
(CH3)2C=NC2H558-P,Hexanoic acid-F,-1,0.453454966
(CH3)2C=NC2H558-P,"Hydantoin, 5-hydroxy-F",1,0.332743073
(CH3)2C=NC2H558-P,Hymexazole-F,-1,0.293305498
(CH3)2C=NC2H558-P,L-(+)-Lactic acid-F,1,0.610255742
(CH3)2C=NC2H558-P,L-Leucine-F,1,0.907284481
(CH3)2C=NC2H558-P,"L-Valinamide, N(2),N(2)-dimethyl-F",-1,0.658875814
(CH3)2C=NC2H558-P,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-F",1,0.090373085
(CH3)2C=NC2H558-P,Methyl beta-Arabinofuranoside-F,1,0.60503243
(CH3)2C=NC2H558-P,"Methyl galactoside (1S,2S,3S,4R,5R)-F",-1,0.46960443
(CH3)2C=NC2H558-P,N-(2-hydroxyethyl)-succinimide-F,1,0.763517907
(CH3)2C=NC2H558-P,N-Acetyl glucosamine methoxime-F,-1,0.211649626
(CH3)2C=NC2H558-P,N-Acetyl-L-phenylalanine-F,1,0.851613641
(CH3)2C=NC2H558-P,Niacin-F,-1,0.831443654
(CH3)2C=NC2H558-P,n-Nonylcyclohexane-F,1,0.663140689
(CH3)2C=NC2H558-P,Oxalic acid-F,1,0.350996124
(CH3)2C=NC2H558-P,Palmitelaidic acid-F,-1,0.410639094
(CH3)2C=NC2H558-P,Pantothenic acid-F,-1,0.807896531
(CH3)2C=NC2H558-P,Pentanedioic acid-F,-1,0.269753511
(CH3)2C=NC2H558-P,"Pentanoic acid, 4-methyl-2-oxo--F",-1,0.707984551
(CH3)2C=NC2H558-P,phenoxyethanol-F,1,0.392806588
(CH3)2C=NC2H558-P,Phthalimide-F,1,0.326896503
(CH3)2C=NC2H558-P,"Propanoic acid, 2-methyl-, hexyl ester-F",1,0.115780001
(CH3)2C=NC2H558-P,"Propanoic acid, 2-oxo-F",1,0.200830662
(CH3)2C=NC2H558-P,Pyrogallol-F,1,0.368014488
(CH3)2C=NC2H558-P,Ribonic acid-F,-1,0.208391243
(CH3)2C=NC2H558-P,Ser-Leu-F,1,0.773624512
(CH3)2C=NC2H558-P,"Stigmast-5-ene, 3beta-F",1,0.107515564
(CH3)2C=NC2H558-P,Tripropylene glycol monomethyl ether-F,-1,0.423286369
(CH3)2C=NC2H558-P,Uridine-F,-1,0.386025265
(CH3)2C=NC2H558-P,Valylglycine-F,1,0.737903251
(CH3)2C=NC2H558-P,Vanillin-F,-1,0.279318309
(pm)-N-Propylamphetamine-P,3-Hydroxypicolinic acid-F,-1,0.486043633
(pm)-N-Propylamphetamine-P,4-Pentenoic acid-F,1,0.568659908
(pm)-N-Propylamphetamine-P,Ethanamine-F,-1,0.584548348
(pm)-N-Propylamphetamine-P,L-Lysine-F,1,0.383097424
(pm)-N-Propylamphetamine-P,Niacinamide-F,-1,0.633829765
(pm)-N-Propylamphetamine-P,11-Methyldodecanol-F,-1,0.033521755
(pm)-N-Propylamphetamine-P,12-Oxooctadecanoate-F,-1,0.40902007
(pm)-N-Propylamphetamine-P,13-Docosenamide-F,-1,0.825226882
(pm)-N-Propylamphetamine-P,1-Dodecanol-F,-1,0.127077782
(pm)-N-Propylamphetamine-P,"1-Propanamine, N,N-diethyl--F",-1,0.642751697
(pm)-N-Propylamphetamine-P,1-Tetradecanol-F,-1,0.123320503
(pm)-N-Propylamphetamine-P,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-F",-1,0.370721139
(pm)-N-Propylamphetamine-P,"2,4-Di-tert-butylphenol-F",-1,0.445149373
(pm)-N-Propylamphetamine-P,"2,5-Dimethoxymandelic acid-F",-1,0.49418381
(pm)-N-Propylamphetamine-P,2-Amino-4-tert-butylphenol-F,-1,0.421576578
(pm)-N-Propylamphetamine-P,"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester-F",-1,0.178742599
(pm)-N-Propylamphetamine-P,2'-Deoxyribolactone-F,-1,0.20711407
(pm)-N-Propylamphetamine-P,2-Ethylhexanoic acid-F,-1,0.680804236
(pm)-N-Propylamphetamine-P,2-Ketobutyric acid-F,-1,0.296604275
(pm)-N-Propylamphetamine-P,"3-Hydroxy-2,3-dihydromaltol-F",-1,0.89218922
(pm)-N-Propylamphetamine-P,3-Methylvaleric acid-F,-1,0.469267148
(pm)-N-Propylamphetamine-P,3-Undecene-F,-1,0.202677617
(pm)-N-Propylamphetamine-P,pyrazole-F,-1,0.716226106
(pm)-N-Propylamphetamine-P,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one-F,-1,0.260199621
(pm)-N-Propylamphetamine-P,4-Hydroxyphenyllactic acid-F,1,0.603189887
(pm)-N-Propylamphetamine-P,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine-F",-1,0.783417423
(pm)-N-Propylamphetamine-P,5-Aminovaleric acid-F,1,0.68051525
(pm)-N-Propylamphetamine-P,5-Hydroxymethyl-2-furoic acid-F,-1,0.195211069
(pm)-N-Propylamphetamine-P,5-Methyluridine-F,1,0.627213656
(pm)-N-Propylamphetamine-P,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione-F",-1,0.36857306
(pm)-N-Propylamphetamine-P,9H-Purin-6-ol-F,1,0.706123996
(pm)-N-Propylamphetamine-P,9-Octadecenamide-F,-1,0.890507701
(pm)-N-Propylamphetamine-P,"Acetamide, N-(2-butyl)-N-methyl--F",-1,0.212432377
(pm)-N-Propylamphetamine-P,alpha-D-(+)-Talopyranose-F,1,0.81547678
(pm)-N-Propylamphetamine-P,alpha-D-Xylopyranose-F,1,0.597191674
(pm)-N-Propylamphetamine-P,alpha-Ketoisovaleric acid-F,-1,0.457739457
(pm)-N-Propylamphetamine-P,Arabinose-F,-1,0.743780998
(pm)-N-Propylamphetamine-P,Arachidic acid-F,-1,0.373805583
(pm)-N-Propylamphetamine-P,Benzoic Acid-F,-1,0.377141589
(pm)-N-Propylamphetamine-P,"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy-F",-1,0.559158016
(pm)-N-Propylamphetamine-P,Butanedioic acid-F,1,0.190206343
(pm)-N-Propylamphetamine-P,"Butanoic acid, 3,4-dihydroxy--F",1,0.567786785
(pm)-N-Propylamphetamine-P,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-F",-1,0.546466349
(pm)-N-Propylamphetamine-P,"D-(+)-Ribono-1,4-lactone-F",1,0.551728469
(pm)-N-Propylamphetamine-P,D-Arabinose-F,1,0.350996124
(pm)-N-Propylamphetamine-P,Decyl oleate-F,-1,0.504164812
(pm)-N-Propylamphetamine-P,D-Fructose-F,1,0.614548305
(pm)-N-Propylamphetamine-P,D-Mannopyranose-F,1,0.37510782
(pm)-N-Propylamphetamine-P,Dodecanamide-F,-1,0.498353346
(pm)-N-Propylamphetamine-P,Dodecanoic acid-F,-1,0.458101685
(pm)-N-Propylamphetamine-P,Glucopyranose-F,-1,0.463375805
(pm)-N-Propylamphetamine-P,"Guanidine, N,N-dimethyl-F",-1,0.237170917
(pm)-N-Propylamphetamine-P,"Gulonic acid, gamma-lactone-F",1,0.888059259
(pm)-N-Propylamphetamine-P,Heptadecanoic acid-F,-1,0.226844048
(pm)-N-Propylamphetamine-P,"Hexadecanoic acid, 4-hydroxybutyl ester-F",-1,0.409323024
(pm)-N-Propylamphetamine-P,"Hexadecanoic acid, methyl ester-F",-1,0.222134931
(pm)-N-Propylamphetamine-P,Hexanedioic acid-F,-1,0.469267148
(pm)-N-Propylamphetamine-P,Hexanoic acid-F,-1,0.376374413
(pm)-N-Propylamphetamine-P,"Inosose-2, myo-F",-1,0.349747143
(pm)-N-Propylamphetamine-P,Isopropyl myristate-F,-1,0.2720959
(pm)-N-Propylamphetamine-P,L-(+)-Rhamnopyranose-F,1,0.702132353
(pm)-N-Propylamphetamine-P,"L-Valinamide, N(2),N(2)-dimethyl-F",-1,0.349517203
(pm)-N-Propylamphetamine-P,Menthol-F,-1,0.380530188
(pm)-N-Propylamphetamine-P,Methyl alpha-Arabinofuranoside-F,1,0.775291077
(pm)-N-Propylamphetamine-P,"Methyl galactoside (1S,2S,3S,4R,5R)-F",-1,0.341567177
(pm)-N-Propylamphetamine-P,Methyl stearate-F,-1,0.071473537
(pm)-N-Propylamphetamine-P,Myristic acid-F,-1,0.565416984
(pm)-N-Propylamphetamine-P,"N,N-Diethyl-2-aminoethanol-F",1,0.982866954
(pm)-N-Propylamphetamine-P,N-(2-hydroxyethyl)-succinimide-F,1,0.740249256
(pm)-N-Propylamphetamine-P,"N-Acetyl-D-galactosamine, (R,R,R,R)-F",-1,0.953545261
(pm)-N-Propylamphetamine-P,N-Ethyldiethanolamine-F,1,0.731893905
(pm)-N-Propylamphetamine-P,n-Nonylcyclohexane-F,-1,0.099110808
(pm)-N-Propylamphetamine-P,Nonadecanoic acid-F,-1,0.162593955
(pm)-N-Propylamphetamine-P,Nonanoic acid-F,-1,0.222134931
(pm)-N-Propylamphetamine-P,Octadecyl octyl ether-F,-1,0.400986714
(pm)-N-Propylamphetamine-P,Palmitic Acid-F,-1,0.784129872
(pm)-N-Propylamphetamine-P,Pantolactone-F,-1,0.778650719
(pm)-N-Propylamphetamine-P,Pentadecanoic acid-F,-1,0.352928261
(pm)-N-Propylamphetamine-P,"Pentanoic acid, 4-methyl-2-oxo--F",-1,0.415776754
(pm)-N-Propylamphetamine-P,Pentanoic acid-F,-1,0.612027751
(pm)-N-Propylamphetamine-P,Pipecolic acid-F,1,0.666056708
(pm)-N-Propylamphetamine-P,"Propane, 2-methyl-F",-1,0.508498521
(pm)-N-Propylamphetamine-P,Propylamine-F,-1,0.150132814
(pm)-N-Propylamphetamine-P,Pyridoxic acid-F,-1,0.243594675
(pm)-N-Propylamphetamine-P,Pyrrole-2-carboxylic acid-F,1,0.915052616
(pm)-N-Propylamphetamine-P,Sebacic acid-F,-1,0.415776754
(pm)-N-Propylamphetamine-P,Ser-Leu-F,1,0.289084451
(pm)-N-Propylamphetamine-P,Stearic acid-F,-1,0.475957052
(pm)-N-Propylamphetamine-P,Supraene-F,-1,0.285234387
(pm)-N-Propylamphetamine-P,Tetrahydrogeranyl formate-F,-1,0.389225701
(pm)-N-Propylamphetamine-P,Triethanolamine-F,-1,0.295576635
(pm)-N-Propylamphetamine-P,Tripropylene glycol monomethyl ether-F,-1,0.065311181
(pm)-N-Propylamphetamine-P,Undecanoic acid-F,-1,0.341567177
(pm)-N-Propylamphetamine-P,Urea-F,-1,0.31974258
(pm)-N-Propylamphetamine-P,Valylglycine-F,1,0.263839553
(pm)-N-Propylamphetamine-P,Valylvaline-F,1,0.313933566
(pm)-Norketamine-P,Butyl caprylate-F,1,0.487575048
(pm)-Norketamine-P,L-Hydroxyproline-F,-1,0.573418377
(pm)-Norketamine-P,L-Norvaline-F,-1,0.271232748
(pm)-Norketamine-P,L-Serine-F,-1,0.193859647
(pm)-Norketamine-P,N-Acetylglucosamine-F,-1,0.370570559
(pm)-Norketamine-P,Niacinamide-F,1,0.384839287
(pm)-Norketamine-P,Thr-Leu-F,1,0.829569748
(pm)-Norketamine-P,Xanthine-F,1,0.438318008
(pm)-Norketamine-P,"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol-F",1,0.247697163
(pm)-Norketamine-P,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy--F",-1,0.165738134
(pm)-Norketamine-P,"1,4-Butanediol-F",1,0.619835685
(pm)-Norketamine-P,"1,5-Anhydroglucitol-F",-1,0.886055646
(pm)-Norketamine-P,17-alpha-Hydroxypregnenolone-F,1,0.109907247
(pm)-Norketamine-P,1-Hexadecanol-F,-1,0.516958739
(pm)-Norketamine-P,"1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1R-(1alpha,4abeta,10aalpha)]--F",1,0.429123783
(pm)-Norketamine-P,1-Tetradecanol-F,-1,0.161972751
(pm)-Norketamine-P,"2,3,4-Trihydroxybutyric acid-F",-1,0.095787517
(pm)-Norketamine-P,"2,4-Di-tert-butylphenol-F",1,0.340103986
(pm)-Norketamine-P,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F",-1,0.052001241
(pm)-Norketamine-P,2-Aminoadipic acid-F,-1,0.417507639
(pm)-Norketamine-P,2'-Deoxyribolactone-F,-1,0.36857306
(pm)-Norketamine-P,2-Ethylacetoacetate-F,-1,0.074084025
(pm)-Norketamine-P,2-Pyrrolidinone-F,-1,0.17960342
(pm)-Norketamine-P,2-tert-Butyl-4-ethylphenol-F,1,0.716433548
(pm)-Norketamine-P,"3,5-Dimethylphenol-F",1,0.405708641
(pm)-Norketamine-P,3-O-methyl-beta-D-Glucopyranose-F,1,0.140058807
(pm)-Norketamine-P,4-Hydroxybenzaldehyde-F,-1,0.381819089
(pm)-Norketamine-P,4-Hydroxybenzoic acid-F,-1,0.45356447
(pm)-Norketamine-P,4-Hydroxybutanoic acid-F,-1,0.612027751
